<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<C><U>hey there, I need some movie tickets.<A>I can help with that, what movie?<U>Whatever is new, something exciting like action or scary, anything like that showing?<A>I can check it out! What is your location?<U>I am in the Spring Hills Kansas area.<PN>find_movies<PAN>description.other<PAV>new, something exciting<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond The Storm<A>Ok, I found Shuttered and Beyond The Storm.<U>ok, can I get some details?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person	[A]Sure, Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm. An then Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.	dlg-dab573e7-61dd-4a5b-ab66-286f1aa14fa3
<U>Thanks. I need your help remembering another movie title. I remember it is the movie about human hunters.<C><U>I am interested in finding out about a few movies playing in Portland, OR. Do you have info on the movie about a sales director who gets kidnapped by a Sicilian Mafia member<PN>resolve_movie<PAN>name.movie<PAV>The movie about a sales director who gets kidnapped by a Sicilian Mafia member.<PR>resolve_movie<PRAN>name.movie<PRAV>365 Days<A>Happy to help! Let me just confirm that the movie you're talking about is 365 Days. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>365 Days<PAN>location<PAV>Portland, OR<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. 365 Days is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Portland, OR.	[A]Let me check.[PN]resolve_movie[PAN]name.movie[PAV]The movie about human hunters.	dlg-2f221937-32b6-448a-973e-60cef8f199fb
<U>Hillview Oregon<C><U>I'd like to purchase a ticket for a movie please. Can you help?<A>Yes. What is your location?	[PN]find_theaters[PAN]location[PAV]Hillview Oregon	dlg-d419f72c-3c50-4246-87f7-ceb5a188bf3e
<U>no<C><U>hi, i would like to buy a ticket for the joker<A>Great, how many tickets will you be buying?<U>just two<A>What time do you want to book the ticket for?<U>for 6:00 PM<A>What location do you want to see the movie in?<U>we would want tickets in downtown Manhattan<A>Do you have a preferred screening type?	[A]Please confirm: two tickets to Joker at 6:00 PM in downtown Manhattan?	dlg-a74c51d2-665c-4469-a780-24f968f526f7
<U>a ticket each for Duff, Nancy and Adie.<C><U>I want to get three tickets for the movie tonight<A>OK. Can you tell me the city and state where the theater is located?<U>In Santa Barbara, california<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I see two theaters, AMC Mountain 16 and AMC Mercado 24. Are you interested in a particular movie?<U>Either of those theaters is fine, they are both located close to us.<A>OK. Is there a movie you have in mind?<U>Can you tell me what the options are?<A>Sure. Do you have a favorite genre?<U>I don't know what you mean by genre.<A>Genre the movie category, like comedy, drama, action, etc.<U>Oh, ok - an action movie please<PN>find_movies<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Ok. Let’s see what action films are out.<PN>find_movies<PAN>name.theater<PAV>AMC Mercado 24<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>empty<A>I found one action movie at AMC Mountain 16: No Time To Die.<U>what are the options for start times?<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>No Time To Die<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>One moment.<U>ok, we'd like the 9:10 showing<A>Got it. And how many tickets?	[A]All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?	dlg-a28a8356-8fa4-47ef-a9a0-a5205058b739
<U>Who can help with getting movie tickets?	[A]I can!	dlg-67518a9e-6897-4a67-97c9-fad8209c4371
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hello<A>Hello, how may I help you?<U>Yes, I will like to purchase 4 movie tickets.<A>Sure, I can help you with that. Do you know which movie you would like?<U>Yes, I would like a movie that is Rated G with a 80% or higher rating.<PN>find_movies<PAN>review.critic<PAV>80% or higher rating<PAN>description.other<PAV>movie that is Rated G<PR>find_movies<PRAN>name.movie<PRAV>Backcountry<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>documentary<A>Ok, I would like to recommend the Backcountry Movie. However it is a documentary. Is a documentary oK?<U>Backcountry sounds ok, but is there another option for a rating of 80% or more.<PN>find_movies<PAN>review.critic<PAV>another option for a rating of 80%<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Beyond The Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<A>Sure, another option is Beyond The Storm, but it is a horror movie that is rated R. Which movie would you prefer?<U>I do not like horror movies so Backcountry would work best if it is showing at Cinemark Downtown. Also, I would like a showtime for after 10 pm today.<PN>resolve_theater<PAN>name.theater<PAV>Cinemark Downtown<PAN>location<PAV>nearby<PR>resolve_theater<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>after 10 pm<PR>find_showtimes<PRAN>time.showing<PRAV>10:15 pm<A>Sure, we have a showtime for Backcountry at Cinemark Downtown for 10:15 pm tomorrow. Will that work?<U>Yes, that will be perfect!<A>Ok, great! To reconfirm your request before I complete your purchase. You would like to purchase 4 movie tickets for Backcountry at Cinemark Downtown for a showtime of 10:15 pm tomorrow. Is that correct?<U>Yes, that is accurate.<A>Ok, do you have an email on file that I can email your ticket confirmation to.<U>Sure, it is one.day@thetime.com.<A>OK, please hold while I process your order.<U>Ok, thank you!<PN>book_tickets<PAN>name.movie<PAV>Beyond The Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>num.tickets<PAV>4<PAN>time.showing<PAV>10:15 pm<PAN>date.showing<PAV>tomorrow<PAN>seating<PAV>any	[A]You're welcome. Thank you for our purchase. Your request has been processed and the email confirmation has been sent to your email on file.	dlg-847e5439-e23c-4ba5-abc1-958fc0b72e8a
<PR>find_showtimes<PRAN>time.showing<PRAV>1pm<PRAV>4pm<PRAV>7pm<C><U>This weekend my mom and I are interested in seeing a movie. Would you provide me some assistance?<A>What are you interested in seeing and in what city do you prefer?<U>I'm looking to see a movie in Prescott Valley area. What theaters are located in this area?<PN>find_theaters<PAN>location<PAV>Prescott Valley area<PR>find_theaters<PRAN>name.theater<PRAV>Prescott Valley Harkins 14<PRAV>Picture Show<A>There is the Prescott Valley Harkins 14 and Picture Show at Frontier Village. Do you have a preference?<U>Yes, I prefer Prescott Valley Harkins 14 if the show is playing at this theater. Please tell me the shows for Saturday.<PN>find_movies<PAN>name.theater<PAV>Prescott Valley Harkins 14<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Little Women<PRAV>Uncut Gems<PRAV>Star War<PRAV>Knives Out<PRAV>Ford vs Ferrari<A>On Saturday the movies playing are Little Women, Uncut Gems, Star War, Knives Out and Ford vs Ferrari. Are you interested in seeing any of these shows?<U>Actually I was hoping to see 1917. Is this playing at the Picture Show at Frontier Village?<A>Yes, it is playing at the Picture Show at Frontier Village on Saturday.<U>What are the show times?<PN>find_showtimes<PAN>name.movie<PAV>1917<PAN>name.theater<PAV>Picture Show<PAN>date.showing<PAV>Saturday<PAN>time.preference<PAV>any	[A]It is playing at 1pm, 4pm and 7pm.	dlg-e88ccfe8-3b2b-48bb-a776-f1f4cb4a07c4
<U>AMC Mercado 24 is closer to me, so let's go there.<C><U>What movies are playing tonight?<A>OK. And where will you be seeing the movie?<U>Somewhere near Creek's End, Oregon, please.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>I'm going to see a movie with my kids, and I've heard Mulan is good. Not sure what other kids movies are out right now.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. Disney seems like a great choice. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.	[PN]find_showtimes[PAN]name.movie[PAV]Mulan[PAN]date.showing[PAV]tonight[PAN]name.theater[PAV]AMC Mercado 24	dlg-f63b5561-8f31-45c5-ba39-ee57576e1ffd
<U>I just need 2 tickets for my wife and I.<C><U>Hi, would you book some movie tickets for tonight for me?<A>Absolutely, where should I look?<U>Look in Land's End, Montana, please.<A>Do you have a certain theater preference?<U>I really like going to Legacy Monument Family 12, so maybe there.<A>Got it. What movie did you want to see?<U>Can you show me the showtimes for Sam's Delight?<PN>find_showtimes<PAN>name.movie<PAV>Sam's Delight<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>6:10pm<PRAV>8:30pm<PRAV>10:40pm<A>Of course. Sam's Delight is currently playing tonight at 4:00pm 6:10pm 8:30pm and 10:40pm.<U>Ok. Are there any other good movies playing there?<PN>find_showtimes<PAN>name.movie<PAV>Far From You<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>8:40pm<PRAV>10:40pm<A>There's another popular film called Far From You that is currently playing today at 8:40pm and 10:40pm.<U>Oh, that won't work. I'll take the Sam's Delight showing at 6:10 pm please.<A>Alright, and how many tickets will you be needing?	[A]Ok, so you want two tickets to see Sam's Delight at 6:10 pm at Legacy Monument Family 12, does that sound right?	dlg-390c4f53-8d93-4af6-af9d-b0b0f0b49004
<U>That’s right.<C><U>I am interested in finding out about a few movies playing in Portland, OR. Do you have info on the movie about a sales director who gets kidnapped by a Sicilian Mafia member<PN>resolve_movie<PAN>name.movie<PAV>The movie about a sales director who gets kidnapped by a Sicilian Mafia member.<PR>resolve_movie<PRAN>name.movie<PRAV>365 Days<A>Happy to help! Let me just confirm that the movie you're talking about is 365 Days. Is that right?	[PN]find_theaters[PAN]name.movie[PAV]365 Days[PAN]location[PAV]Portland, OR	dlg-2f221937-32b6-448a-973e-60cef8f199fb
<U>Imax for sure and I am going to change the movie to parasite because there are rave reviews about it<C><U>there is a movie out now at the theaters which is a drama, romance movie called the photograph and I would like to see it<A>great. would you like for me to order some tickets for you?<U>sure. pre-valentine that seems like a good movie to watch?<A>issa rae is a very good actress. how many tickets do you want to order?<U>for the moment let's make it 4<A>ok and which cinema would you like to watch the movie?<U>regal manor<A>that's a really nice cinema. when will you be going?<U>see if there is any time slots for tomorrow night's showing<PN>find_showtimes<PAN>name.movie<PAV>pre-valentine<PAN>name.theater<PAV>regal manor<PAN>date.showing<PAV>tomorrow<PAN>time.preference<PAV>tomorrow night's<PR>find_showtimes<PRAN>time.showing<PRAV>5:10<PRAV>7:50<PRAV>and10:30pm<A>there is a showing at 5:10. 7:50 and10:30pm. which would you prefer<U>I would say the 7:50pm showing<A>ok and any viewing preference?	[A]and it also just won academy awards. I think it got 4 awards.	dlg-e9f077ac-0885-4126-b872-1d4233c72036
<U>Okay, I would like to order a ticket for Call of the Wild. Do you have any noon showings?<C><U>Hello, I would like to order some movie tickets.<A>Sure. What theater would you like?<U>What are some theaters in Columbia?<PN>find_theaters<PAN>location<PAV>Columbia<PR>find_theaters<PRAN>name.theater<PRAV>Regal Columbia Theater<PRAV>AMC Columbia 14<A>Regal Columbia Theater and AMC Columbia 14<U>Sounds alright. Okay, I would like to order some tickets from Regal Columbia Theater.<A>Excellent. And for what movie would you like tickets to see?<U>Uhm, what's in theaters right now?<PN>find_movies<PAN>location<PAV>Columbia<PAN>name.theater<PAV>Regal Columbia Theater<PR>find_movies<PRAN>name.movie<PRAV>Sonic: The Hedgehog<PRAV>The Invisible Man<PRAV>Call of the Wild<A>Newly released movies are Sonic: The Hedgehog, The Invisible Man and Call of the Wild.	[PN]find_showtimes[PAN]name.movie[PAV]Call of the Wild[PAN]name.theater[PAV]Regal Columbia Theater[PAN]date.showing[PAV]today[PAN]time.preference[PAV]noon	dlg-6f6497b2-80f5-451e-8e1f-863f168e6593
<U>I would love to see a good movie tonight instead of just watching TV	[A]Sure. What movie would you like to see?	dlg-73bd066e-9aeb-42a3-a1da-307d7b118f17
<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<C><U>am interested in getting the movie ticket for tonight<A>OK. Can you tell me the city and state where the theater is located?<U>Santa Barbara,California<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I see two theaters, AMC Mountain 16 and AMC Mercado 24. Are you interested in a particular movie?<U>i really like the neat state of the theaters and they always smell nice of pop corn<A>OK. Is there a movie you have in mind?<U>am not really sure of whats going to be on the screen<A>Sure. Do you have a favorite genre?<U>whats the meaning of genre<A>Genre the movie category, like comedy, drama, action, etc.<U>OK ,i like action very much<PN>find_movies<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Ok. Let’s see what action films are out.<PN>find_movies<PAN>name.theater<PAV>AMC Mercado 24<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>empty<A>I found one action movie at AMC Mountain 16: No Time To Die.<U>when is No time To die showing<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>No Time To Die	[A]One moment.	dlg-2e583ff9-b512-42b5-96b3-ed3eb27db993
"<U>Rule out the two comedies. Tell me more about the western.<C><U>Hi. Tell me what movies are currently playing in Hillview, Washington, please.<PN>find_movies<PAN>location<PAV>Hillview, Washington<PAN>name.genre<PAV>Comedies;<PR>find_movies<PRAN>name.movie<PRAV>""Beholden""<PRAV>""Five Ways to Wacky""<PN>find_movies<PAN>location<PAV>Hillview, Washington<PAN>name.genre<PAV>Suspense<PR>find_movies<PRAN>name.movie<PRAV>""Indulgent""<A>Certainly. I can help with that. Searching. Four movies are currently playing in Hillview, Washington. Two movies are Comedies; one is a Suspense thriller and the fourth movie is a Western."	"[PN]get_movie_attribute[PAN]name.movie[PAV]""Beholden""[PAN]attribute[PAV]name.genre"	dlg-113b80af-1182-4751-92f4-a06e7176e9f6
<PR>check_tickets<PRAN>status<PRAV>available<C><U>I want to see Knives Out at the theater.<A>Okay, I can help with that. Can you give me a zip code where you'd like to see a movie?<U>80241<PN>find_theaters<PAN>name.movie<PAV>Knives Out<PAN>location<PAV>80241<PR>find_theaters<PRAN>name.theater<PRAV>AMC 24<A>Let me look up theaters. Based on that zip code, the nearest theater to you is the AMC 24 Promenade Westminster. Would you like to go here, or have me suggest more options?<U>Go there.<A>Wonderful. Let me look up tickets for Knives Out. When would you like to go?<U>This afternoon.<A>Okay. How many tickets do you want?<U>3<PN>find_showtimes<PAN>name.movie<PAV>Knives Out<PAN>name.theater<PAV>AMC 24<PAN>date.showing<PAV>Today, January 28th<PAN>time.preference<PAV>This afternoon<PR>find_showtimes<PRAN>time.showing<PRAV>2 PM<PRAV>4 PM<PN>check_tickets<PAN>name.movie<PAV>Knives Out<PAN>name.theater<PAV>AMC 24<PAN>num.tickets<PAV>3<PAN>time.showing<PAV>2 PM<PAN>date.showing<PAV>Today, January 28th<PAN>seating<PAV>any	[PN]check_tickets[PAN]name.movie[PAV]Knives Out[PAN]name.theater[PAV]AMC 24[PAN]num.tickets[PAV]3[PAN]time.showing[PAV]4 PM[PAN]date.showing[PAV]Today, January 28th[PAN]seating[PAV]any	dlg-bebccec3-1df7-414b-ba04-c2f68d093b0b
"<PR>get_movie_attribute<PRAN>name.genre<PRAV>adventure comedy<C><U>Hi Assistant! Today I am looking for a good action, funny, something with a lot of excitement. What would be your recommendations?<PN>find_movies<PAN>location<PAV>nearby<PAN>description.other<PAV>I am looking for a good action, funny, something with a lot of excitement<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>Terminator:Dark Fate<A>If your going with mostly adults, I would really recommend, Terminator:Dark Fate<U>Oh, Awesome! I've never missed a terminator movie. This is the one about that new modified liquid cyborg, right?<PN>get_movie_attribute<PAN>name.movie<PAV>Terminator:Dark Fate<PAN>attribute<PAV>review.audience<PR>get_movie_attribute<PRAN>review.audience<PRAV>""As a big Terminator Fan, I was massively impressed. Loved the story line, love Linda Hammond was back, every character made this film great. And of course we can’t forget about Arnie now can we... brilliant film, the 2nd best terminator in my opinion, coming after T2<A>Yes, that's the one. So many are raving about it. This is a quote by a fan, ""As a big Terminator Fan, I was massively impressed. Loved the story line, love Linda Hammond was back, every character made this film great. And of course we can’t forget about Arnie now can we... brilliant film, the 2nd best terminator in my opinion, coming after T2.<U>I wouldn't miss is for anything, but I'm going to the movies with my family. My wife and two kids may not enjoy that one too much. Besides, it's rated R.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Zombieland<PN>get_movie_attribute<PAN>name.movie<PAV>Zombieland<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Woody Harrelson<A>Not a problem, because there is so many other choices anyway. Have you seen Zombieland? That one has Woody Harrelson. Are you familiar with that actor?<U>Actually, I am not. Can you tell me a little something about him?<A>Absolutely, Woody Harrelson started his career on screen as an actor on Cheers. A weekly television sitcom That ran from 1982 - 1993. 275 half hour shows were completed in 11 seasons.<U>Thanks so much Assistant.I can always count on you to fill me in on any details. Sure does save me a lot of my valuable time. I don't know what I'd do without you.<PN>get_movie_attribute<PAN>name.movie<PAV>Zombieland<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<A>I'm so sorry, but my data banks just informed me that the Zombieland movie is also rated R. I know you want something for the family. Again, I'm truly sorry about that. You know, I'm only ""Artificial Intelligence"".<U>Really, not a problem. I heard about a movie that we may enjoy. Can you give me some information about Artic Dogs. All I know is the movie name. Not really anything else. Is it something we may be interested in?<PN>get_movie_attribute<PAN>name.movie<PAV>Artic Dogs<PAN>attribute<PAV>name.genre"	[A]Well, let's see. Arctic Dogs is an adventure comedy, about an introverted polar bear, a scatterbrained albatross, a crafty fox and two paranoid otters trying to save the world from a Walrus.	dlg-fde78c30-933f-4e0f-8e28-167049d5d3f9
<U>Hi, Can you provide story information on certain films?	[A]Yes, I can. Do you any specific titles you need help with?	dlg-b55fdb04-d86a-44d2-a34e-9b5430e9020a
<U>I am here in Sanny Franny<C><S><A>Hello. How can I help you?<U>I really want to purchase tickets to Can't Die Today.<PN>resolve_movie<PAN>name.movie<PAV>Can't Die<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>oh yes, that's it!<A>OK. Would you mind giving me the city and state where you’d like to see your movie?	[PN]resolve_location[PAN]location[PAV]Sanny Franny	dlg-6846c17f-fc26-46ef-91d5-ddefa911b731
<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<C><U>Hi there. I want to go to the movies and was hoping you could help.<A>I would be happy to. What town and state are you in?<U>Spring Hills, Kansas<A>Do you have a specific movie or genre in mind?<U>Either horror or action would be cool.<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PAN>name.genre<PAV>horror<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PAN>name.movie<PAV>Shuttered<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes gave it 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>It is about Sarah Decker, who moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<A>AMC Holiday Theater is showing Shuttered, a horror that is rated R. Rotten Tomatoes gave it 61%. It is about Sarah Decker, who moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.<U>AMC Holiday is a little far for me to go. Is there anything in Cinemark Downtown?<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PAN>name.theater<PAV>Cinemark Downtown<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>Beyond The Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot	[PN]get_movie_attribute[PAN]name.movie[PAV]Beyond The Storm[PAN]attribute[PAV]review.critic	dlg-224c8618-cc87-438d-921c-e35f8e0ba6b9
<U>what are they?<C><U>hi!, good morning<A>good morning sir<U>i want to know about the newly released movies in Spring Hills Kansas.<A>there are five movies released in Spring Hills Kansas.	[PN]find_movies[PAN]description.other[PAV]newly released movies[PAN]location[PAV]Spring Hills Kansas	dlg-753cf2cb-b138-4364-bfbf-d867973594a2
<U>I am excited and eagerly waiting to see this movie.<C><U>Can you purchase movie tickets for tonight?<A>OK. Can you tell me the city and state where the theater is located?<U>I am very excited to go to the movies after long time.<A>Great. Can you tell me the city and state where you plan to see the movie?<U>Santa Barbara, CA<A>Got it. Are you interested in a particular movie?<U>There are many theaters around Santa Barbara. I am sure there are lot of interesting movies playing there.<A>OK. Is there a movie you have in mind?<U>I am interested in the Action genre<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<PN>find_movies<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Ok. Let’s see what action films are out in that area.<PN>find_movies<PAN>name.theater<PAV>AMC Mercado 24<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>empty<A>I found one action movie at AMC Mountain 16: No Time To Die. Are you interested in that one?<U>I am sure my best friend appreciates an action movie and i have noticed that the action movies are more popular that other movies.<A>OK. Are you interested in this movie though?<U>Yes, i like action movies too. What are the show times for this movie?<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>No Time To Die<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>OK. Remaining showtimes for No Time To Die at AMC Mountain 16 are 4:30pm, 6:40pm and 9:10pm.<U>I would like to got with 9:10pm show.<A>Got it. And how many tickets?<U>I am going to the movie with my spouse and my son.<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?	[A]I hear you. Can you confirm the details are correct?	dlg-6efa3256-b629-42b3-888c-6be6e516ebe2
<U>well, the new starwar is out, and I did saw the last two of the series<C><U>I want to watch a movie<A>theater or at home?<U>in theater<A>do you have a movie in mind	[A]what did you think of it	dlg-f59927bb-2cdf-4957-b43e-60dab7f3929c
<U>Oh ok and what was the time?<C><U>Hi, I would like to go to the movies tonight.<A>OK. And in what city?<U>I am looking to go in Creeks End, Oregon.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>I would like to see the new Mulan movie, because my kids would enjoy it.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>I would really prefer the AMC Mercado 24 location because I think the theater has better seating.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>I will go with the 5:00pm showing.<A>Great. And how many tickets?<U>I'm sorry what location did I choose again??<A>Sure, you chose AMC Mercado 24.	[A]For the showtime you said you preferred 5:00pm.	dlg-b80ca4a1-f4a1-4d3d-94da-fdf9a45da781
